Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,61,69,67,65.67
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,< 5,55,64,63,60.67
320,female,group C,high school,free/reduced,,divorced,sometimes,yes,2,,< 5,64,77,82,74.33
321,female,group E,high school,standard,none,married,never,no,3,private,> 10,74,85,78,79.00
322,female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80,76.67
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5,private,10-May,40,52,51,47.67
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1,,< 5,39,45,42,42.00
325,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,10-May,82,90,94,88.67
326,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,61,61,62,61.33
327,male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,23.67
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,10-May,82,75,77,78.00
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,47.33
330,male,group C,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61,63.33
331,male,group C,associate's degree,standard,none,,sometimes,no,3,private,< 5,45,36,34,38.33
332,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,56.00
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,90,78,81,83.00
334,female,group C,bachelor's degree,standard,none,,sometimes,yes,1,,,83,93,95,90.33
335,female,group B,some college,free/reduced,none,married,regularly,yes,2,,10-May,62,69,67,66.00
336,male,group D,some high school,standard,completed,married,regularly,no,,private,10-May,78,71,70,73.00
337,male,group C,associate's degree,standard,none,single,regularly,yes,2,,10-May,50,51,44,48.33
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,28.67
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,10-May,35,55,60,50.00
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,59.00
341,female,group C,,standard,none,married,regularly,yes,0,,10-May,62,74,64,66.67
342,female,group B,,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,70.67
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,66.33
344,male,group D,some college,standard,none,,regularly,yes,2,school_bus,< 5,78,72,67,72.33
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,10-May,72,80,75,75.67
346,male,group B,,standard,none,married,sometimes,no,2,school_bus,10-May,62,61,57,60.00
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,,< 5,76,93,95,88.00
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,82.33
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,10-May,52,65,69,62.00
351,male,group E,some college,standard,none,married,,no,4,school_bus,> 10,67,57,53,59.00
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,71.67
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,53.00
354,female,group C,some college,standard,none,married,never,yes,2,,< 5,55,68,66,63.00
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,70.33
356,male,group A,,standard,none,married,sometimes,no,2,private,10-May,63,61,61,61.67
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,57.33
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,84.00
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,10-May,56,61,57,58.00
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,10-May,87,85,79,83.67
362,female,group C,some college,standard,none,single,regularly,no,2,private,10-May,53,58,59,56.67
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,30.00
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,10-May,60,60,59,59.67
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,57.33
366,male,group C,high school,standard,completed,married,sometimes,yes,2,,10-May,69,58,53,60.00
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3,private,> 10,64,67,63,64.67
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,10-May,44,64,58,55.33
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,10-May,71,83,84,79.33
370,male,group E,some college,standard,none,married,regularly,yes,3,private,10-May,86,78,72,78.67
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,10-May,45,73,70,62.67
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,74.67
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,93.00
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,,> 10,60,71,74,68.33
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,85.33
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,10-May,85,95,100,93.33
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,78.33
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,10-May,67,64,63,64.67
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,80,86,83,83.00
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,91.67
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,,10-May,79,82,73,78.00
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,45.67
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,10-May,35,41,40,38.67
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,10-May,69,77,76,74.00
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,67.00
387,female,group C,,free/reduced,none,widowed,regularly,yes,4,school_bus,10-May,58,79,68,68.33
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,10-May,62,64,64,63.33
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,72.00
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,10-May,75,68,60,67.67
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,71.67
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,71.33
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,57.67
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,10-May,65,74,77,72.00
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,10-May,48,65,61,58.00
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,64.00
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,54.67
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,10-May,60,54,68,60.67
401,male,group A,some college,standard,,married,sometimes,no,1,school_bus,,53,43,43,46.33
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,58.00
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,10-May,88,99,100,95.67
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,10-May,55,59,63,59.00
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68,67.33
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,66.33
407,female,group B,associate's degree,standard,,married,regularly,yes,3,school_bus,10-May,84,81,78,81.00
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,10-May,52,57,56,55.00
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,84.33
410,female,group D,master's degree,standard,completed,,regularly,yes,2,private,10-May,72,73,78,74.33
411,male,,some college,standard,completed,widowed,regularly,yes,4,school_bus,10-May,86,84,79,83.00
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,,71,66,60,65.67
414,female,group C,,free/reduced,,married,regularly,yes,3,school_bus,10-May,52,73,80,68.33
415,male,group E,high school,standard,none,single,regularly,no,3,private,10-May,86,74,70,76.67
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,68.67
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,,< 5,71,71,65,69.00
418,male,group D,some college,standard,none,married,regularly,no,4,private,10-May,70,59,63,64.00
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,10-May,57,56,54,55.67
421,female,group D,high school,standard,completed,married,regularly,no,2,,< 5,56,57,64,59.00
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,58.00
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,,< 5,57,83,78,72.67
424,male,,some college,free/reduced,none,married,,no,2,private,10-May,41,39,34,38.00
425,female,,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,61.67
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,10-May,88,84,88,86.67
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,10-May,71,72,66,69.67
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1,private,,65,59,53,59.00
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,62.67
430,male,,associate's degree,free/reduced,none,married,sometimes,,1,private,< 5,62,65,57,61.33
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,61,72,70,67.67
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,57,54,52,54.33
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,45,58,49,50.67
434,male,group C,,standard,none,married,sometimes,no,1,,> 10,75,66,67,69.33
435,male,,some college,free/reduced,completed,married,sometimes,no,7,private,10-May,50,48,53,50.33
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,10-May,77,69,65,70.33
437,male,group D,,free/reduced,none,divorced,sometimes,yes,1,private,10-May,75,66,73,71.33
438,male,group C,high school,standard,,single,regularly,yes,0,school_bus,< 5,69,55,51,58.33
439,male,group D,some high school,standard,completed,married,sometimes,,0,school_bus,10-May,89,88,82,86.33
440,female,group C,,standard,completed,single,regularly,no,1,school_bus,10-May,69,82,80,77.00
441,female,group D,high school,standard,none,married,sometimes,yes,2,,,78,81,80,79.67
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,59,73,69,67.00
443,female,,associate's degree,standard,none,,sometimes,no,1,school_bus,< 5,70,81,74,75.00
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,79,82,73,78.00
445,female,group C,some high school,standard,completed,divorced,regularly,,3,,10-May,69,75,78,74.00
446,male,group D,some college,free/reduced,none,,regularly,yes,1,school_bus,> 10,73,67,62,67.33
447,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,91,83,83,85.67
448,male,group B,high school,standard,none,widowed,regularly,yes,4,school_bus,10-May,48,46,43,45.67
449,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,10-May,83,74,73,76.67
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,10-May,64,85,85,78.00
451,female,group E,some college,standard,none,married,sometimes,,5,school_bus,10-May,100,92,97,96.33
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,68,79,77,74.67
453,male,group C,some college,free/reduced,none,married,never,yes,3,private,> 10,64,57,48,56.33
454,female,group C,associate's degree,free/reduced,none,,regularly,yes,3,private,10-May,54,61,63,59.33
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,37,56,47,46.67
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,10-May,79,89,89,85.67
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,,10-May,54,54,49,52.33
458,female,group E,bachelor's degree,standard,none,married,regularly,,2,school_bus,,100,100,100,100.00
459,male,group B,high school,standard,,married,sometimes,no,4,,10-May,72,65,68,68.33
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,< 5,52,57,55,54.67
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,54,54,45,51.00
462,female,group E,some college,standard,none,divorced,never,no,1,private,10-May,68,68,74,70.00
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,10-May,77,90,91,86.00
464,male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,,private,10-May,75,58,62,65.00
465,female,group C,some college,standard,none,married,sometimes,no,4,,10-May,84,87,91,87.33
466,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,26,31,38,31.67
467,male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,> 10,76,69,67,70.67
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,10-May,79,89,87,85.00
469,male,,some college,standard,none,married,regularly,yes,2,private,10-May,93,75,77,81.67
